ID_encrypt,Level,_What_did_you_do_before_studying_at_ALC__,_What_will_you_do_after_the_ALC_program_ends__,_Who_pays_for_you_to_study_at_ALC__,_How_did_you_hear_about_ALC__,_Which_digital_devices_do_you_have_with_you_in_LA__,_How_do_you_stay_in_contact_with_your_friends__,_Which_English_test_have_you_taken_within_the_last_6_months__,_What_was_your_score__,_Which_English_test_do_you_plan_to_take_in_the_next_6_months__,_What_major_or_field_do_you_plan_to_study_after_you_complete_your_ALC_program__,Quarter
0x017AEADD592F50BB26026A426D8E947CE572CB173EF2C8FA251BBB3879419FC0B75E90E70D1C28C0C82EF20F0F0B2CA2075DF8358A9A4EE9D8E100619AA75E9397,NULL,working,UNEX certificate,self,ALC student,"computer,mobile device","email,SMS,social websites",none,NULL,iBT-TOEFL,Art/Architecture/Design,AIEP_SP17
0x010D0ECCF3094C448F63E1E782FB8D27A6FE73D277E9941743B8A42829FB2EACECB1EF656C658EC0590FF1E0069173391B7CB90613B2383A49F03EDC6BA52B025B,NULL,student,2-year college,family,Internet,computer,"SMS,social websites",none,NULL,iBT-TOEFL,Business/Finance,AIEP_SP17
0x01E994B3B5BD81062817CE36A2AC8978E0FE8574A8C34E528A2D94E36C198C6FA9984A2BE4C0ECD3A87E1E0C242E799B2E8FD2ABEEA5671F4AEF9C094600974295,NULL,student,2-year college,family,friend/family,computer,social websites,none,NULL,iBT-TOEFL,Business/Finance,AIEP_SP17
0x011DDF27D1D6FADE4BE47EF117D4729C9772DC714B982B00E5ACCED5D92DEAB0ED913E618D1C2FC560CBD75E2CFED6F62AC1436ABEAA28268319FD4D6BC1256DEC,NULL,student,return to home country,family,agent,"computer,mobile device","email,SMS",none,NULL,"iBT-TOEFL,TOEIC",Business/Finance,AIEP_SP17
0x011B0CB233C7488285CDDA622E8E5A20282072B3EA4999B44602E34D2058DBCE57BC6A592396929C494F6C990C3882939FF6CEFE3E761E8EEC8DB40EEF2AD3E2B8,NULL,student,return to home country,family,agent,"computer,mobile device",email,none,NULL,"iBT-TOEFL,TOEIC",Business/Finance,AIEP_SP17
0x013AAD567707C2D71EFBAE4D7E15E73B16D010E2AE7CC7E44A3867E84847100349E247AD16E4B5ABFFC1A9971F5C2EE27E116F4E618ADEBC7A3C1036F9D5B6FF9F,NULL,student,return to home country,family,ALC student,"computer,mobile device",SMS,none,NULL,none,Art/Architecture/Design,AIEP_SP17
0x01171E4EECCAB032B3C2AE59B49B146A30EFAAABE1BBCD931F24AA3695F9F6659FBE2AED16568077CA5B04D0FBC775971FCA8F18521DE23A51AEDC9E4368799A9A,NULL,working,return to home country,self,agent,"computer,mobile device","SMS,social websites",none,NULL,"iBT-TOEFL,IELTS",Other: Psychology,AIEP_SP17
0x01D7F9196C94DF48766C25C624EDE46DA68C133E88EFBDAAC355E5A1E560A4A8EBD894A00F0E1598A34B408FD3A37D246927051D173B8D9B6CCB98E1451A1D7137,NULL,working,UNEX certificate,family,Internet,"computer,mobile device","SMS,Skype",IELTS,6,"iBT-TOEFL,IELTS",Art/Architecture/Design,AIEP_SP17
0x019D0AFC58C924D603B9F595319CDDF63FDFA747CF8C85CB3AA3735369636368CBD2FEBA826C09C0CF6CBBA9F621AFCF8A07431E20C7E1D49B78F6ADF20F8D2D3F,NULL,working,UNEX certificate,self,Internet,"computer,mobile device","email,SMS,Skype",TOEFL,67,iBT-TOEFL,Art/Architecture/Design,AIEP_SP17
0x0191A16400D8FC9ED087CE0337EC15F96523E5316D95F16140F0BDBC803443C4152CB40CE29AF8C3D9331207B8548C39E96F0895B06D8CEA83CDFF8A4DD083E0FA,NULL,working,4-year college,family,Internet,"computer,mobile device",SMS,TOEFL,78,iBT-TOEFL,Art/Architecture/Design,AIEP_SP17
0x01F77E096703CA337823DAB2A584A15D159D9FCE1B9712459304150A508BE78FCE84EDEAE227E32BACCAACC5927503B13B2A5E2B67B4B88D8D3A3D3B62C448C45F,NULL,working,UNEX certificate,family,Internet,"computer,mobile device","email,SMS,Skype,social websites",none,NULL,none,NULL,AIEP_SP17
0x01ABE19208239D8CF3A8E1F18AAD497CCE3468947341A10FD9AB51E69264D8719D161C0D1FC4162CBDBEB69C39172F5648BAAC307320F57F5C9C22EDA7460E05EF,NULL,working,return to home country,family,agent,mobile device,"SMS,social websites",none,NULL,iBT-TOEFL,Engineering,AIEP_SP17
0x0123B3C1E017B4DEC48097DC9A429C5DE1E3BF098EE5F1DAE88CFF4C507841A6AEFA610D3857BBB8EE265AC90DE8ECE4FB2FCD4EBC371167BCD04F2237A20CA505,NULL,other,return to home country,family,friend/family,"computer,mobile device",email,none,NULL,none,Education,AIEP_SP17
0x01C22A370BDB8490779E44412524A5D9CBBB8F9EE55CB7EAD5596F27ED3D70167F9ACB11CCBC94E41A14576CD3E9F59FFC22F4F8E149293E7C0F0ACF2BFE23A71E,NULL,other,UNEX certificate,family,Internet,mobile device,SMS,IELTS,6,none,Business/Finance,AIEP_SP17
0x01FD96DBAEFE99C2DFF28208A437B06D0CF9BB6D4A0464F9418DFB283D2D58447EACE32525A103AC58CA785C6548866DBA47032B5F652D494BF4DE1EC14E609139,NULL,student,2-year college,family,agent,computer,"email,SMS",IELTS,5.5,none,Art/Architecture/Design,AIEP_SP17
0x01C346B033D480B8EA90D1C46DCC361D5758A8D34FCD55E636819BCE4EBD5B73DD718E5393B89A3FCA412C232A4438072C5B7446CA427BE19B4CEBAC688C01D00B,NULL,working,MA or PhD,government,ALC student,mobile device,social websites,none,NULL,IELTS,Other: Public Policy,AIEP_SP17
0x016BD2DBE7F7927B394B5EC2232097719EB9417BA0E18128E7BE3B2F2CD4B9027B02D8C7A6777F19CDD6F5A99F508F10ADBC284E2994687499D7A813E379F65070,NULL,student,return to home country,self,agent,"computer,mobile device","SMS,social websites",none,NULL,none,Business/Finance,AIEP_SP17
0x01B2C24A8122867E456191E61C40FF864D4A0523EFC209AA76131A9971A7A17E6CF899ABFABC5975788C7DC476DB1808A3495861A5903FD61224B0AC9F59E756E6,NULL,student,return to home country,family,Internet,"computer,mobile device","SMS,social websites",none,NULL,iBT-TOEFL,Other: Entertainment/Film/Media,AIEP_SP17
0x01882240856E256BDB3405B7FDD911022D45489CD0EEF50B34DB78556DF4995FF73C0C2166F665E8FD332CFB6456A315707902BA404EEB6DD7232824407F57B3E7,NULL,student,return to home country,family,agent,"computer,mobile device",social websites,iBT,38,"iBT-TOEFL,IELTS,TOEIC",Other: International Relations,AIEP_SP17
0x0166DA6641EDECEA3854E66909BA25A1778DEDBCE6C688F87B438E96708EC2E39DB3D4A9FA2CDBA8EBDC5E5B724FE478BB54E6028E83CF6CA6473BF2B4026D80BD,NULL,student,MA or PhD,government,Internet,mobile device,social websites,IELTS,NULL,IELTS,Chemistry/Physics,AIEP_SP17
0x015E865883AE4330F36EE9C5EBBE5CAD4B6FB4EAA31FFD0350574C27F08C2D78038907161F57632336CE38E434834C0F4302D0767E55595BE8B671654B17D446A6,NULL,student,return to home country,family,agent,"computer,mobile device","Skype,social websites",none,NULL,none,Art/Architecture/Design,AIEP_SP17
0x012A2B98B861C7ED1017B53E60AAE5758791B5EFEF043218AE466EFE6DDFD37A07B34D4C7D72BA6B9A8C11790ADC0511AF262D5EEF84243FC06BFDC214552BAB7D,NULL,student,UNEX certificate,family,Internet,mobile device,SMS,none,NULL,iBT-TOEFL,Engineering,AIEP_SP17
0x010A656DB2255015FAB415B222F7F3B8FD2E0B51717EFFED3BB510C5B1E48A7AC43E65D3E8649068EE07CF4E904868B76F5458B154AC89A10D96ABDFAE766DE578,NULL,student,MA or PhD,self,ALC student,mobile device,SMS,none,NULL,none,Law,AIEP_SP17
0x0169542D9991812034EFCA552133C5898966A2C1EEA767C57999C7A29CF1EC5787C78C246820F9C6BDF7672B8C9B6911A8155B92228210DBD35A6FA493FF44CD54,NULL,student,MA or PhD,family,friend/family,"computer,mobile device","Skype,social websites",none,NULL,iBT-TOEFL,Business/Finance,AIEP_SP17
0x01114664302FC03F9B0E6D09D60E743D43ECC51AC58F7E448C34E7242E78C5E33C95380A37906C72F09B0D282BA89EE113617F2BE93C018DEE99999422128CB302,NULL,working,UNEX certificate,self,agent,mobile device,SMS,none,NULL,iBT-TOEFL,Medicine/Biology,AIEP_SP17
0x01ADA81A88DDC69773FE4836329EBF8C319AAFDBDAB981BD78E444FDFE16FC94E40DE259E160188602C54CCB006633F81A1286A44F93E452AEAD75CFC562290AA1,NULL,working,return to home country,self,Internet,"computer,mobile device","SMS,social websites",none,NULL,none,Business/Finance,AIEP_SP17
0x0128F46E73B402B819864E46DC5E418BBF3EB03DA04E7B152CEADDDC148486C01AF2EB84A7EAF017E74418FE344A4B15338D6E0083CEB1D6B9C7E39D569760D4A4,NULL,working,MA or PhD,government,Internet,"computer,mobile device","email,SMS,Skype,social websites",IELTS,6,IELTS,Other: Entertainment/Film/Media,AIEP_SP17
0x019847C1179A9BCF488C9A4FF713F71AFC7ED5837DD3B1DE5ACA62FE57F270FBA8CD7E1DAA5A6432F09BCCA91FBD59042CD6BB05EBE74B5453FAD7EF064A22C1F1,NULL,working,UNEX certificate,self,Internet,"computer,mobile device","SMS,social websites",TOEIC,NULL,iBT-TOEFL,Art/Architecture/Design,AIEP_SP17
0x010667D43CF090A1304568F230B52F7A674C1037C52F5BDACAF2E777344EB3FA3CD63C63D6575A925E1FFEA069EF984CA08A830DCF14212201F5EA36D8A879FADF,NULL,working,UNEX certificate,family,Internet,"computer,mobile device","SMS,Skype,social websites",iBT,68,iBT-TOEFL,Business/Finance,AIEP_SP17
0x0177F690556655ABEE38760006B69B6A55374BD7351A3FB329AEA75E7BF846F347D919C1DB293A980247DDB2DB2CE0A6AB261B878D406C423D12C655869DC87198,NULL,working,UNEX certificate,family,Internet,"computer,mobile device","SMS,social websites",none,NULL,IELTS,Other: Marketing,AIEP_SP17
0x012AD4DE9ACB32E877CD8F88773DD9F3BDE98A5679C78E50B86FDF34FD32F7DA9D08D1EFA0AD94C8B81226EDB79371DE48AA2FBFD21F6E56E52A04C544668B143D,NULL,working,UNEX certificate,self,agent,computer,"Skype,social websites",none,NULL,TOEIC,Art/Architecture/Design,AIEP_SP17
0x01EB7A1B5AC6954F07D675510DB7E06CB47787F28498A2B35625666868539464F03CBFDE7E6EB71F06E355ADCCD8CC345A1FEAF0B94B9DAD754DF967388A659D15,NULL,working,UNEX certificate,family,agent,"computer,mobile device",email,TOEFL,79,iBT-TOEFL,Art/Architecture/Design,AIEP_SP17
0x016E6970244742B5AF869DA2EBBAA96D7DB5E8758E6290C4E4A3E29F4D21C358BCAF6DA6DC3B3A45EBB18BB05B5BB8B7F069DEFC6DDB1C49C33D8DA51DA3858D87,NULL,working,MA or PhD,self,Internet,"computer,mobile device",social websites,TOEFL,84,iBT-TOEFL,Law,AIEP_SP17
0x01FDD1DA825391289D70F047FA84C65844D597009DE136BD00296F0840126184DEA6D0D104BF9E0ECEA4B60E1B2D1E55ECA37CCC1FD60550B663A3F10BF40CC7F7,NULL,student,UNEX certificate,family,agent,mobile device,social websites,none,NULL,none,Art/Architecture/Design,AIEP_SP17
0x017E48CE3B55739683FF43BA9461A759D03CA65BE5E93864E8DE5478C169530499701A3EF6868D179ECB4D78D8582CD36791E634743FAB40EE81DE27396BB30BB5,NULL,working,UNEX certificate,self,friend/family,"computer,mobile device",social websites,TOEFL,59,iBT-TOEFL,Business/Finance,AIEP_SP17
0x0167C97804FAF6F878ACB8B456924DE8B26CD81D6719DDFC9C38DFBC09D2E80175B24867E5D5AD25470D103D6BE9F6CC2A591D12139A8C71BAFAE8EAED5AD8ED45,NULL,working,UNEX certificate,self,Internet,"computer,mobile device","email,social websites",none,NULL,iBT-TOEFL,Business/Finance,AIEP_SP17
0x01F08F45E9ADB1E35481FDB68CE0BC1DE24C69587983CA70BB2F7B998F6A3F5F58EB24AA577553B0ED3F5DD6A2D8756D670543C8E75F9F69E832811C7FA215C267,NULL,working,UNEX certificate,self,agent,computer,"SMS,Skype",none,NULL,none,Other: Sports,AIEP_SP17
0x01250483EFB32B716186879B8832161F86AD3ABBEBA61C573911EA408BC8FA4441C593A627C3EACC2BAD7D7760600B7C4359C0EF93AAEC88D100DE9DCA1B195B04,NULL,student,2-year college,self,Internet,"computer,mobile device",SMS,none,NULL,none,Business/Finance,AIEP_SP17
0x011A968488DD778117ECE2CA64503B85E4278591CB69E21CD79B8BCEDB072909B4FBA87408F2E62E2C11D7FBCBA615793D4A25B964EB8E1CF932F65A0EE56C5A8B,NULL,working,2-year college,self,friend/family,computer,SMS,none,NULL,IELTS,Art/Architecture/Design,AIEP_SP17
0x017216D28F476AD70E08C36E25937AE9065C4F2E75AE4B1C60AB7511F6DC978EFC697FA0B5A8567EA0006F094B1782A9C0B7DA6316B3A1984FE20BF9F484EFE8A6,NULL,working,return to home country,self,friend/family,computer,SMS,none,NULL,none,Business/Finance,AIEP_SP17
0x0120DC5A2B6D931604607472949D8AEF6E3E00E6D1272E58BE0D2328F4A30557AC89D620770C1E3AC21C4C470324E60574A4588224E7F1454AC27EF92EDA8CE02C,NULL,working,return to home country,self,ALC student,mobile device,SMS,none,NULL,iBT-TOEFL,Business/Finance,AIEP_SP17
0x010B79155DD0D0A5A5C1EFCD67043E2118523CCFF8B551189ADF6559BFCEC56B60B774F6526F50F3AB402CA85950FDE5AC4F334FE5EEACE9DD2277051407DD6BB7,NULL,working,return to home country,self,Internet,"computer,mobile device","SMS,social websites",none,NULL,none,Other: International Relations,AIEP_SU17AB
0x01013F69F8E4E588C8DE1A45C5B59AB785B34D7DE9D11861774A7D89B5B23642AA0C2FFD2589CC300AC962470E5B1EB046F7050F6929E03B704E32410EA1EBA98C,NULL,student,4-year college,government,friend/family,mobile device,SMS,IELTS,3.5,IELTS,Engineering,AIEP_SU17AB
0x016F5229FC964EC8E11E329F2FDF59C37BDC6D95947606F8286DBD8C93A3B16F09BFBC5737A18A5C16E6C78A3AA5DE413740D2DC1B383A2AEFDF8BA124D26BFC15,NULL,student,4-year college,family,ALC student,mobile device,SMS,none,NULL,iBT-TOEFL,Business/Finance,AIEP_SU17AB
0x014ECA35336845710A45A4962A87F1AEFC12A44D871C155E47D4C34B0B664C7C0FA92BAA0F67B659534A8CDA30F7722BEB95BEB9125857241AAF977A27AFCC0B9C,NULL,student,4-year college,government,friend/family,mobile device,SMS,IELTS,4.5,IELTS,Engineering,AIEP_SU17AB
0x013C867764649B23BB328DDEBA2C601A310ACA2CAF794F3745E0A9CB36D84B0A3DDE2728E1595946612D2616C781788C504F64652F9DABD367BF304ECC0A1F341B,NULL,student,return to home country,self,friend/family,mobile device,SMS,none,NULL,iBT-TOEFL,Law,AIEP_SU17AB
0x01388756073999FBBE7575E9E14ED950A906235B1B0E001C9408A8562C2CB11FFBB8FACCB05B75F071325D01984F2A23BE2F67B789711B71C971E385F60F287269,NULL,student,return to home country,family,ALC student,computer,SMS,IELTS,5.5,iBT-TOEFL,Law,AIEP_SU17AB
0x0115B8C26220A644576846554AD8AB3DA488B9C3E24CCB183A18F7A3971B9E30920095B02F26A5CAA21C47AB4D204A496CAE2975E04A916EE8D40AE807BF26FDAA,NULL,student,return to home country,family,agent,mobile device,SMS,none,NULL,iBT-TOEFL,Chemistry/Physics,AIEP_SU17AB
0x012C6BE1E528E83A154D1A748CCA5B4559F353A80457E82FC0F9C8FC9656DC7DC0DDBBBD8426C1CE818D56AD5C0E8CF47FEC972B864DBC9261B95456D787E14831,NULL,student,return to home country,family,advertisement,mobile device,SMS,none,NULL,TOEIC,Law,AIEP_SU17AB
0x018D3E0300806BCFE4EFD3F4E1D265C83A09E6E32D184B33FF9A1313CE15CEFE66B31352B7E25691A9B08DC73BFA5730F24EEE9F40451BCE3AE6F2C7F777734538,NULL,student,return to home country,family,friend/family,"computer,mobile device","SMS,social websites",none,NULL,IELTS,Engineering,AIEP_SU17AB
0x01AF8892879F3BA3A1CA4011CB930D963C9D5B5E058C0F0E997E4860E5834DB7164F1F8B7BD56EFFF9313D190A512F624A524EBF658FCCE2379198886819FB5887,NULL,working,UNEX certificate,self,ALC student,"computer,mobile device","email,SMS,Skype,social websites",TOEFL,40,IELTS,Business/Finance,AIEP_SU17AB
0x01557D3A0451AA6D1B1C81AC9564BE4BF3E739AC216C66BDC2A62B207788FBDAC664ADB4A4E0A94322B03D4B08BA82C07F67A7E821C362EAA60B14712F0249EE66,NULL,working,UNEX certificate,self,Internet,"computer,mobile device",SMS,none,NULL,TOEIC,Business/Finance,AIEP_SU17AB
0x0112F09F5BC1C0738BB52304BE5D01FC272E390A45B2B696FFC98051E37DF7340F4B302ABD243974E123DB163AEC9C372D5ECA40C20B02ACB85C1D83206E2534CD,NULL,working,UNEX certificate,self,Internet,computer,email,IELTS,5.5,iBT-TOEFL,Art/Architecture/Design,AIEP_SU17AB
0x01472B503300696E4AA44313B2811175734A198BEE25AF4B03D0F24A09525B1E301AB9622ED9635DB4289ED357B464D974A1D9F3280B1C9AFF56C23CBF42DEEA4F,NULL,student,4-year college,family,friend/family,"computer,mobile device",SMS,none,NULL,iBT-TOEFL,Law,AIEP_SU17AB
0x01A9302B51E58C8BCAEF2122FA0D94AD9288418054959A2615EEC73041D81AB8107FBC20FA0C6CAEB6830D73DBA131565E27B9573B390B816EAABEEF59E7BFEECD,NULL,working,UNEX certificate,self,Internet,"computer,mobile device","SMS,social websites",none,NULL,iBT-TOEFL,Business/Finance,AIEP_SU17AB
0x0113A7F9C48771D1BFA16C25DC9AAA9B51880A96A48DC0F2BE588987C45F4E603B6320008F50A63025FDD5B302200D0EF90111F4182EE65DB463B9D1887598C6AC,NULL,student,MA or PhD,family,advisor,"computer,mobile device",SMS,"iBT,TOEIC",68 ; 815,"iBT-TOEFL,TOEIC",Business/Finance,AIEP_SU17AB
0x0119C25C9AB450B60C2F9E6529A3EDB485423C5330A5EF9C7FBC6D2CC146F9AEF8F2E84B0F429A070737F11F3977401469C60CC6A2227E96CC1E8B8A7CB07BB2E1,NULL,working,return to home country,family,Internet,"computer,mobile device","SMS,social websites",none,NULL,TOEIC,Other: Music,AIEP_SU17AB
0x0136AFC23B6D6FE610C5543723AB1CBF88FFD087AF6E57982EC01CFFA041C0ED0F6C17E1435E8E0E8C54B44154D00F465555997FB5F58CCE63B55CB20F95457954,NULL,student,return to home country,family,friend/family,"computer,mobile device",social websites,none,NULL,iBT-TOEFL,Chemistry/Physics,AIEP_SU17AB
0x019DB43999FEE91B0919DAA9D0986BE43A0FA9E79E7F81DFC571DD2E42CA24F56FE7A9259F1089CDBA3326999BE9A63603454F55CA4FED81F9AAC6F5676D02F04D,NULL,working,UNEX certificate,self,Internet,"computer,mobile device",email,TOEFL,68,iBT-TOEFL,Business/Finance,AIEP_SU17AB
0x01EC113918D334E77CA7DF398DBE731D45F9224E8DE346A1FACFE3B58D981834D6D5F04E970AE1E3E39B4A596F1CEB85BB344AB6544174344940403AFCE8E19151,NULL,working,return to home country,government,advisor,"computer,mobile device","SMS,social websites",none,NULL,IELTS,Medicine/Biology,AIEP_SU17AB
0x0170F82D843BACD70834103A2855C624026A92863F23E8AA78E28829EE6AB8968A174FF8A85BA97B0B57A068367FAAEAB29D47221597A35C589E7E307AF7457745,NULL,student,return to home country,family,advisor,"computer,mobile device","SMS,social websites",none,NULL,"iBT-TOEFL,TOEIC",Engineering,AIEP_SU17AB
0x012A5B6C5670E6F3370BA794E46E5525015A5A9801F76A34560811C720BDA38A2F1B40CA3B3A42113D2DA6BFF3DB2E9420976892593E303C6147035A916D6BAA0D,NULL,student,return to home country,family,ALC student,mobile device,SMS,none,NULL,IELTS,Business/Finance,AIEP_SU17AB
0x018CD831C9DD09C485FB45A88F43CFA218EC0A4DC5F61E7626EB3B40DDD1911E2A5FFD7C0D61FFF870095A7431EEE562EC2C66C29E65542E93A501FE29C4C1877E,NULL,working,MA or PhD,government,ALC student,"computer,mobile device","SMS,social websites",IELTS,5.5,"iBT-TOEFL,IELTS",Law,AIEP_SU17AB
0x014167B777D8994098C16EF36727D8B0CE9937AE41214C50F5E954F3C13EC8B01C36322EEC801D6BE3BB75E80536DD9C4348CBFA0E3028AF0AFD0B3E564384C825,NULL,student,UNEX certificate,family,agent,mobile device,SMS,none,NULL,iBT-TOEFL,Engineering,AIEP_SU17AB
0x015FE74597F36662FACAC400CA0C57B4EB53E835FAD83C5388D88828F16CEB222DDF5AD3B732F705A66FF52BE77805D2C8C4E81717780D6BC077C1BE4938C7A2DF,NULL,student,return to home country,family,advisor,mobile device,NULL,TOEIC,510,TOEIC,Business/Finance,AIEP_SU17AB
0x019AF7AC5EDA2A2CBBBA716BF881C55BC0493B6748542316DDAEC5DB5E6D68955A2A48B8BD1BE389F52DAE3A7DD3E3AA8043CBC31F8CD014AC3CB12B82BA19E51D,NULL,working,UNEX certificate,self,friend/family,"computer,mobile device","SMS,social websites",none,NULL,none,Art/Architecture/Design,AIEP_SU17AB
0x01B30031AB3A878B4A0B134070F89C37FB91996C2295EAB842493FB2CD94F3D919E718418BCB1327BCBB49A56BE9D15E06BEC2D949590A507089C3D509E4D22BE9,NULL,student,return to home country,university,advisor,"computer,mobile device",social websites,none,NULL,TOEIC,Business/Finance,AIEP_SU17AB
0x013044D9BD15AAA18C7B8F6A932E2D5400A62BBFB7B6E1D4B8BE845184E845243DAE07D4F353DF00C9778B33D0629FED5C85625CFB1688DC4D97B8444E174035FE,NULL,working,MA or PhD,self,ALC student,"computer,mobile device","SMS,social websites",none,NULL,"iBT-TOEFL,IELTS",Other: Sports and Performance Psychology,AIEP_SU17AB
0x01AFD78490CEBEDFDA7FC8A25FD49068EE78D08386CA9236234FCC35D0B2FCBC86A1466F91C14787925B45FB58A65C625AF70A6DAA7B920EBDC2A5486EB42F6834,NULL,student,UNEX certificate,family,agent,"computer,mobile device","SMS,social websites",iBT,37,iBT-TOEFL,Art/Architecture/Design,AIEP_SU17AB
0x011323E76A326B13A4F1C806A4E641A71F74DE40F106C9145632A18DA1A0374C9FFB5CD5A0F056F11665F3E026FA4BB520E238DB90EC76BF127ADC0BE50ADA717B,NULL,student,return to home country,family,advisor,"computer,mobile device",SMS,TOEIC,720,TOEIC,Other: Language,AIEP_SU17AB
0x01CD81B388C46F0B46258E2395EF8C10C3E74A9EE0A0AC1DD3472F34196FED3E8005F13B4F37D5013054C0DDBE4557255EBE1F4444C77F661993CE43A19BD0A13D,NULL,student,return to home country,family,advisor,mobile device,social websites,TOEIC,930,TOEIC,Medicine/Biology,AIEP_SU17AB
0x01CA202505A518157118C88D1976E02536A6079A19881536116DA90CDF45F2B430FDB435D0126EEB55C7696AE3758419E684F1A80366A82C8857A6974761D4C079,NULL,student,UNEX certificate,"self,family",ALC student,"computer,mobile device","SMS,social websites",none,NULL,"iBT-TOEFL,IELTS",Business/Finance,AIEP_SU17AB
0x016F06D33007056533B99AB7CC33983FF75E4E6F25CEE8979E7B996DA7CB24B24D6F92D2E4A79E63D2BCC2D6742B1B16E4729A2CCE6D3676AF48EA08CF0446BD12,NULL,student,return to home country,government,agent,mobile device,SMS,none,NULL,IELTS,Other: Communications/Journalism,AIEP_SU17AB
0x015E11904A8EA37B2E99B10F597A0D75F7FBD54B212B312FF7E918A47E8FA6981844ECF279F237650D123E1BE8139C6875963DD714B3D235D5DF86B2226E1ED15A,NULL,working,MA or PhD,company,ALC student,"computer,mobile device",SMS,iBT,96,none,Other: Public Policy,AIEP_SU17AB
0x01BC15E95002820C1C4CEB76BA06D06E3D0B30748AA84AA037D7D138F62644DA8ECC5914E4F04E4A81F26A9F04ABFDACCF366151ADD9DC7CAD83F39D3BB5C2D7EA,NULL,working,UNEX certificate,self,ALC student,mobile device,SMS,none,NULL,iBT-TOEFL,Engineering,AIEP_SU17AB
0x01209FEC6BF023A93AF204C3E7FB0621B17DF91B5A69EB4A2166A6C4F7EB38A1EF09F3F48F1B622B7377FAF31FC62F2526652D5D018D5462C9B83DBDA6094CE1B4,NULL,working,MA or PhD,government,ALC student,"computer,mobile device",SMS,IELTS,6,IELTS,Other: Computer Science,AIEP_SU17AB
0x01773C8E981DCAC2187D0BD7DF73E86FAFCECE91B0B5D82B3854E42D2D40F3B32F7A925DE47A22A57DD527BB0C7841DE85260C738ABDB20F0E9F4D08A076E0BB75,NULL,working,MA or PhD,government,agent,"computer,mobile device",SMS,none,NULL,IELTS,Engineering,AIEP_SU17AB
0x01DFE534A1B030797F337F544468E3F509FF0E20AF57CDC3B14CEAA8408131F2550FD64EC478CC1F3D1D90DEFBC3B2EFCD719D8C60C6EBB9A576F87AB2FBA72A16,NULL,working,MA or PhD,self,ALC student,"computer,mobile device","email,social websites",none,NULL,none,Business/Finance,AIEP_SU17AB
0x01B64243A7C85C2A1B805F5057192E67AE3AF7435F9731C029D33254A72BB871A7ABA0BB0BC1501AEBB40EB245342CE792945976391BEE3E4362FAABCDE3C2AF8E,NULL,working,MA or PhD,company,agent,"computer,mobile device","email,SMS,social websites",iBT,83,none,"Business/Finance,Engineering",AIEP_SU17AB
0x017F2F1DCB832A79F74F1D35F07B1403AE4EBD8A7BA68A77EB947360C187F3E474431286D84CB7ED77B54015C813FE4BD8BF028EFE2499F9DCD4B4B963D92508F7,NULL,student,return to home country,family,advisor,mobile device,SMS,TOEIC,700,TOEIC,Other: Communications/Journalism,AIEP_SU17AB
0x01698A1B21B0AE8C2CAAE260E8053402BB388B7B47D3C15F9AC6B9AB736B449F24B498F6E42D93BC8E78D998FC3AC8FB3C6C7A0B9D47DB20EBA7702505B8AC3C0D,NULL,working,UNEX certificate,self,agent,"computer,mobile device","SMS,social websites",iBT,94,iBT-TOEFL,Other: Communications/Journalism,AIEP_SU17AB
0x017D5B019B7FDBD4FFFFCBA4F2A3EA7E04BEC6338999153F842213051BB775E7A76E4B5DBA291EAC4E7BB1F1E780C5755D352D0D92F7C7D02A0F66C05A23B749EC,NULL,working,MA or PhD,self,ALC student,"computer,mobile device",SMS,none,NULL,iBT-TOEFL,Medicine/Biology,AIEP_SU17AB
0x01CE0072DA7099FD77BC2383E57BE38645CB2355902191D4F88D37A8C6515FDBE31597996988AA0287B8E47ED4D8A0B64D3FF2786E9EF46A835BCA3A90D113A6E8,NULL,student,return to home country,family,advisor,mobile device,SMS,TOEIC,580,TOEIC,Other: English,AIEP_SU17AB
0x01481A6E3F9524FD7D77E62D1E485BB715403EBBAE0E51E4BF8C1651914A35AE69FA18FBF50C8AD38D1DCFA7F3709021B60D3BE2C9D3C116034D19DA23667C15E2,NULL,student,NULL,family,Internet,"computer,mobile device","SMS,social websites",none,NULL,"iBT-TOEFL,TOEIC",Engineering,AIEP_SU17AB
0x017A1300077CBBFCD454010EFF0607AED8F806FC5B9F4E80BCD7D1046B5B6E129B1980222DEB9DDEC9D42E44F8FE649BB54297F37C7545BDF43C3122F3AFB7FE4B,NULL,student,return to home country,family,friend/family,"computer,mobile device","SMS,social websites",none,NULL,iBT-TOEFL,"Business/Finance,Art/Architecture/Design",AIEP_SU17AB
0x013F559EA0A8ACC51E572DDF58197491999072E1FB2720F256BF050A57C5B4914EF27A8AB2EFD58791B889AD909D3D2D69FAF08D2A17BCC3AF05539477CECE7529,NULL,student,return to home country,family,friend/family,"computer,mobile device",SMS,TOEIC,700,iBT-TOEFL,Engineering,AIEP_SU17AB
0x01EA10BC4AA7E31E820D6BA8411D9F43962AF02CFB8152CEADEF08A582577A830ED1BA4D9FBD6925207B4ED01D53DE28B6F4F3D3C11624BF53075EB1A2E3E4811D,NULL,student,MA or PhD,family,Internet,"computer,mobile device",SMS,none,NULL,iBT-TOEFL,Business/Finance,AIEP_SU17AB
