ID_encrypt,EnglishUse,Listening,Composition,Total,TestCalcLevel,Quarter
0x01BBBB4E183C1375140466F566A7EAAD98A53C5C7470067A73308508EF9EDF72CDE527B42D833CDFE0E664AC036B44F2AE94B016100F7178A21F413693FEA2D0E5,0.9,15,4,19.9,100,2017Spring
0x01A3A9A3F8E0CC02703BF3D85A2938C5FD003C74E7A8F1C20E735603BE5EB6A86988FB52C24DAC67A6438C76E3758428B3A7C6CC3AFBC50A2AD64D4255EEAE956D,NULL,NULL,NULL,0,NULL,2017Spring
0x01A70DED42D5AF54884F2161E6CDFDA2E38ADFBB22FE676BA57682F17A89FCCB7541FB58216752777FB3F736EF5EAA615243512BFE309E4DFC0F435C56F3595ACC,33,39,6,78,101,2017Spring
0x01A3D6186544D54CD5E08FD46F2CE06F44F5DB0602550DE3F95F6B527590BE5F66AFE2A52CE9EF0E731630A7CD24145E6F7D07444BBC21466F49663A347E978B4E,0.3,12,1,13.3,100,2017Spring
0x018774CD236480DA06C9356476A3D1906807EDFEB8A27A5ECACA782F2AFC7F39CF6190163465C306F04D441B0C6A0B97358065E582C3B96C2144A3DE7AB9FDE403,20,19,5,44,100,2017Spring
0x019ACAFB2CD66BBFC0CB62957426F7B7BC366ABB55C7113255867C283767A8C44D2F0B44ABFC78090A0464AA693FFC2B9186FE24EE39D286743345A7C27CA8D0BD,23,21,11,55,101,2017Spring
0x014058C05F36A35F9A72ABBE5CADD680E539AA9727F02952AFC2CD2479DBDE5CD7B0702B9E79F1C3B8391D37B8DBB9EA8170963864B06C8833D30827F3F6AFBD07,35,8,7,50,100,2017Spring
0x01E7702E8299E548113792B4FA66F26B0008B9C2FE4418E7D48CD966D96B7DBD69C48C5E4A14C6921A77A4A339AB84DD7EB4335FA6CB395ACF53D77B2DB0EB081C,12,14,3,29,100,2017Spring
0x01E994B3B5BD81062817CE36A2AC8978E0FE8574A8C34E528A2D94E36C198C6FA9984A2BE4C0ECD3A87E1E0C242E799B2E8FD2ABEEA5671F4AEF9C094600974295,27,39,3,69,101,2017Spring
0x011DDF27D1D6FADE4BE47EF117D4729C9772DC714B982B00E5ACCED5D92DEAB0ED913E618D1C2FC560CBD75E2CFED6F62AC1436ABEAA28268319FD4D6BC1256DEC,32,29,10,71,101,2017Spring
0x01EBC7FBEEDD055F7AD0C05FCED1C66043D7987C208171C02D07E2A8AA4740173EAC4182F8826F9298D6FB561559FDCF170B0C24AB9A4DF5CF1073A2B776CE3D22,NULL,NULL,NULL,0,NULL,2017Spring
0x01F77E096703CA337823DAB2A584A15D159D9FCE1B9712459304150A508BE78FCE84EDEAE227E32BACCAACC5927503B13B2A5E2B67B4B88D8D3A3D3B62C448C45F,5,31,3,39,100,2017Spring
0x0123B3C1E017B4DEC48097DC9A429C5DE1E3BF098EE5F1DAE88CFF4C507841A6AEFA610D3857BBB8EE265AC90DE8ECE4FB2FCD4EBC371167BCD04F2237A20CA505,0.5,11,1,12.5,100,2017Spring
0x016BD2DBE7F7927B394B5EC2232097719EB9417BA0E18128E7BE3B2F2CD4B9027B02D8C7A6777F19CDD6F5A99F508F10ADBC284E2994687499D7A813E379F65070,43,20,8,71,101,2017Spring
0x015E865883AE4330F36EE9C5EBBE5CAD4B6FB4EAA31FFD0350574C27F08C2D78038907161F57632336CE38E434834C0F4302D0767E55595BE8B671654B17D446A6,40,24,13,77,101,2017Spring
0x012A2B98B861C7ED1017B53E60AAE5758791B5EFEF043218AE466EFE6DDFD37A07B34D4C7D72BA6B9A8C11790ADC0511AF262D5EEF84243FC06BFDC214552BAB7D,32,27,14,73,101,2017Spring
0x010A656DB2255015FAB415B222F7F3B8FD2E0B51717EFFED3BB510C5B1E48A7AC43E65D3E8649068EE07CF4E904868B76F5458B154AC89A10D96ABDFAE766DE578,0.8,15,7,22.8,100,2017Spring
0x019847C1179A9BCF488C9A4FF713F71AFC7ED5837DD3B1DE5ACA62FE57F270FBA8CD7E1DAA5A6432F09BCCA91FBD59042CD6BB05EBE74B5453FAD7EF064A22C1F1,33,34,7,74,101,2017Spring
0x01F08F45E9ADB1E35481FDB68CE0BC1DE24C69587983CA70BB2F7B998F6A3F5F58EB24AA577553B0ED3F5DD6A2D8756D670543C8E75F9F69E832811C7FA215C267,13,25,9,47,100,2017Spring
0x0135C1DB794F23498438E4B9DFCA450B03F09424D949A79BB2A878CE4C1791F4B3DF2466506E8B151D94A2D4A07D05EF3D6E78D4DB412420F303FD8E6CDEB6EBE3,NULL,NULL,NULL,0,NULL,2017Spring
0x016DE41CCF44D0EC5878CE2763D6E9876EF97AB97AF3C17EEC851B8A12C229B0C4C0908BE0FF85496DFCD15BFD927DDE35CFD3B493695705C76B4A3E90907FFBFB,NULL,NULL,NULL,0,NULL,2017Spring
0x011BFE89785F269F5935EC40DACB09DE8532318C078B6B25A42DA5D6EE62675BA1FF08275AAC96DF57F64099B09C869BBB84BB507D13DFDF3A941AB9B299A2A73D,NULL,NULL,NULL,0,NULL,2017Spring
0x01AD1E6CCB2FE4108086B3D139B4930E46567C8D3EF9296D50383ADAC6BA4BEBF3660EB585195FBEC3993A560E241B6EE29B2ACFFC551C849853C9D6787D987A64,38,45,14,97,102,2017Spring
0x0185469D221B1D3F2116B12366FF79CC7FFD39019ED2C915416F2C955E9E61FE4426CAC19314AC63C2E7BBE6D7E7D7BFEA6F78BEE77DFF02CE9D8F05D882A868C8,NULL,NULL,NULL,0,NULL,2017Spring
0x01BC8C31CFF4DEAC260507D57CFC2C658FE9A8D0596AFA2C094F1A30E4DED1198C1A45449CE026E18829C16A77DEDD57B3117C0CB9FABF74FC17E98C32AF694FE3,NULL,NULL,NULL,0,NULL,2017Spring
0x01F074AB9E748CBBFAF53A0BBF1D8C0280354533AAC78B9D7F15EBFEA7DA3715A0F82EB7BD7362E64AF9E7F3D13C9B2CEA1C43C474E9B33EAD6877198C9C856FF1,25,46,10,81,101,2017Spring
0x014D53B5312354ADF66E77E35F97EECF697511B9AE95C653E44296849536FF5A92358E745BDC0F656848C703325DEB78A331183240F44CFA0B6F32B29094C10F28,31,34,26,91,102,2017Spring
0x01D735FA0668C64C622798E39090F6500B647B8FB7C02544633A352C91B2D140697EF1A02D3F8E8912C957A55F3E6A977562D031EE2DA4E8CBFD86FE4E7BBA8082,43,38,9,90,102,2017Spring
0x019C871A3DCAA02E0C5D56DBADAD8B3329F84E2F6B6263FE54C01117FBD8101C8A88DE7144D15EA70259F55B1020630B97F57C5559D13685176D02E757A0C6DD03,NULL,NULL,NULL,0,NULL,2017Spring
0x01D9A45205F37E3F48A0B2A52AF096A6B0EFFD13A6414307B184A9D4DBB96548FBA3C91412629AB6CCCB7BE36F6C52943E7E03EE8453B75AB4341113A44FF9CDEF,38,28,13,79,101,2017Spring
0x010F1EAAA4693BAD4725657A40FA4A010846DC5998D5855A4910E7296514C76E79AA81BA3525DF70259B5A58CC6D618BCB9A73A5D03602A6DA4EA4ECDE003078E5,NULL,NULL,NULL,0,NULL,2017Spring
0x016744C745200520571CF0888FC60CE9501846E8F9E87D0A266EB1AD4E27088F7BEA65497C9795D439B84EC6C93669265BC279D7CFD4471EC3458321787BA468C5,NULL,NULL,NULL,0,NULL,2017Spring
0x01B5C9CCCB7B5D5E726B6E9305A7A53B757D40346E5A1A0B7736A72D2F4854BF1CC580DEC9270CD3481BD9244A142906A5AF5719035274BAD025233C2EF379D55E,NULL,NULL,NULL,0,NULL,2017Spring
0x01FDD1DA825391289D70F047FA84C65844D597009DE136BD00296F0840126184DEA6D0D104BF9E0ECEA4B60E1B2D1E55ECA37CCC1FD60550B663A3F10BF40CC7F7,25,35,19,79,101,2017Spring
0x01250483EFB32B716186879B8832161F86AD3ABBEBA61C573911EA408BC8FA4441C593A627C3EACC2BAD7D7760600B7C4359C0EF93AAEC88D100DE9DCA1B195B04,46,35,7,88,102,2017Spring
0x011A968488DD778117ECE2CA64503B85E4278591CB69E21CD79B8BCEDB072909B4FBA87408F2E62E2C11D7FBCBA615793D4A25B964EB8E1CF932F65A0EE56C5A8B,48,45,7,100,102,2017Spring
0x01F6F085CDD0CB8B1B0435790F3770E4CC11A82EF1C044AF6EB9670DBD1F09D91B5A00E6179A5C797F036AE7412550F48F426DB86183EC0088D9AC9951FF3BC220,NULL,NULL,NULL,0,NULL,2017Spring
0x015CDDC207925CF7CDD5ECE6472E166F984557C4D8A92B7603E5C667FF96C511D39BE279B56AB0CEE00EBE928D420FFC392CD5C5B6205BA5A304291D2CEC6A6649,NULL,NULL,NULL,0,NULL,2017Spring
0x01F0C7BBF5D58BDD653DA73F3BDA6961AC8F9400DD8F8C63660F17F9294F8E9E0D323CBF70141452928231F6CA85EC1C8CDCFC28D1FFF1EC3530283D6EB4E8754D,64,52,20,136,103,2017Spring
0x0157866049DF2010CEB3B7FE8188A5E7AFA2582FF8D5E39B5AC038D57CAAA09A1BE57352A65217D381F61D9016D1185FF21CDF2426909DA912813EFABE5A79CD38,NULL,NULL,NULL,0,NULL,2017Spring
0x01309D6C22027815CFA14FD062FD48D3D6D434E611BD03C1224F02D3F5395E2C92A7491861B8A9F59D9A1AF2D7C217ED29A67018F68A391648FA445AFCE695921F,NULL,NULL,NULL,0,NULL,2017Spring
0x014D32288F9C98DDDF56DF329CBECDE22EC16006DEA1819FC9AFB6315E944788DDC9A441AF49BDD4AD54099FC02C490E1FEEBD5C1DF841BAEF912817B8FAC246B5,NULL,NULL,NULL,0,NULL,2017Spring
0x0175491B8E3BC7937ED8D26ED0E1F9CAE4F7D662E5E2B17D9F48CE44FAE3C2FAB29003224F2F1C56014FCCAD66086F2C45DB5CFF10D2A66CDEB234DFE820780DD5,NULL,NULL,NULL,0,NULL,2017Spring
0x01F414C33932884FBCF13D02AEC5E5EE13BCAB265CF54E917405820C67BBA141BFE574A96081729BCFF931E09B35BB8E9A1F4CFEE3B25255DE59282BF751F01EB8,41,65,25,131,103,2017Spring
0x018211BBF65F18553B4A3F56AAC8387F39DA66DFFA2ECB65656BDAB8821AC469D78EC639EA93F3C68C6AA3AE863CC77C1DE0422A2028345D2648BCCA7036F3E74C,32,54,17,103,102,2017Spring
0x010D0ECCF3094C448F63E1E782FB8D27A6FE73D277E9941743B8A42829FB2EACECB1EF656C658EC0590FF1E0069173391B7CB90613B2383A49F03EDC6BA52B025B,87,37,11,135,103,2017Spring
0x011B0CB233C7488285CDDA622E8E5A20282072B3EA4999B44602E34D2058DBCE57BC6A592396929C494F6C990C3882939FF6CEFE3E761E8EEC8DB40EEF2AD3E2B8,45,74,11,130,103,2017Spring
0x01C346B033D480B8EA90D1C46DCC361D5758A8D34FCD55E636819BCE4EBD5B73DD718E5393B89A3FCA412C232A4438072C5B7446CA427BE19B4CEBAC688C01D00B,55,42,32,129,103,2017Spring
0x01882240856E256BDB3405B7FDD911022D45489CD0EEF50B34DB78556DF4995FF73C0C2166F665E8FD332CFB6456A315707902BA404EEB6DD7232824407F57B3E7,61,57,20,138,103,2017Spring
0x01114664302FC03F9B0E6D09D60E743D43ECC51AC58F7E448C34E7242E78C5E33C95380A37906C72F09B0D282BA89EE113617F2BE93C018DEE99999422128CB302,35,57,29,121,103,2017Spring
0x01F2AAAA491C504402AB262B2C1A3FF8B23B7ED2A42C026E73B20B8E405572951702D1975348AA6C4E80795BFD7311E2454B1057C702684A2B1CB17FB68A8308E9,NULL,NULL,NULL,0,NULL,2017Spring
0x01225063622C872825265BE34AE5AAA947B943385450C1963DB7AA0A414C764D5F286E33194D6D4A995F4E7E15A6DBCAE66073DF74DDD19014A7A3BA2A2FA5A9B3,NULL,NULL,NULL,0,NULL,2017Spring
0x015D98B183350995FA4D7301CD54280F4DE101BA909A88AAA134025CA1F36D5693E97117C26A42C01EB69C3EEB537698653309E29E8052B901A167BB99FBCC7508,NULL,NULL,NULL,0,NULL,2017Spring
0x01760A409E8F7D0903D97802620DB4DA38B8C4C57D416B3E7ACA53E061F72ECAC4C68BEA8E72787E8F8F9926FE9FA194ED7D9EE71C3BFC4D303797ECE6F75EF662,NULL,NULL,NULL,0,NULL,2017Spring
0x01FF7F3CDAEFF600EF7B001C4EF64D7DFCA77CA10CBFC3AA24294827035EA19722DDCEE00A0A8F7607D6026783248BA91E24A1CA716D6ADA7010858FED77588C18,NULL,NULL,NULL,0,NULL,2017Spring
0x016211AAECA81925F654872BFC2D9A750F138605A5ABE27C877C31D6BBDE01FA48BA10418FBD0072099BFF20D8B02439E821B2163C187BCADC305EBDE30CB86260,NULL,NULL,NULL,0,NULL,2017Spring
0x014E4B09F47455D326351F0BEF34D15A49EF8985D953303E267097AF87953EF81DF953D196AFD37AEAF0AFEC921104CA23849BD4139D93E909A1EEAC8824019758,NULL,NULL,NULL,0,NULL,2017Spring
0x01D2A5E78B86795F9402607F574A405E62DBB4A1BFF1C44D050CD8990CA90C6E7A45AB47D0006A9A368D9491C8EA5A7333C46A8E6DF43E75AF5D1F87105ACE495F,47,63,20,130,103,2017Spring
0x012A2AA429DBFBBEB4E719A8DF12571010BFDCFF125D5CFE18CC18B07F0FD04A194A721E85E5E31499BE656B38627A31203AF3A6F761344B07F92E31219AF78B50,NULL,NULL,NULL,0,NULL,2017Spring
0x017CA4839926CA5FB462A7D27B8561685A7A43B9B786BCD92941A489FB4C22E0C2FE393F6BD82BFA02D44ABCBB39976AEEAF29EA65BFA58F51AAC77CE38BBB5886,45,56,18,119,103,2017Spring
0x01766DAAEF40CD5B12B6B90A5E20BDCACF8EF9965201BACBBE93610DF78709F2A2520457315D821D9C3EC95E2F9CAE42EB852DF30D43C74B282183407747C793C5,NULL,NULL,NULL,0,NULL,2017Spring
0x01DF25770F453C17B0C3465B453E4C9FEE915795F4FDE5F54217742E7499B26F5A2EAA8D9B11F460926347E2267F92075B2B7F3A14973AE2699F4D0B4C9103CFD6,NULL,NULL,NULL,0,NULL,2017Spring
0x0165F42601ABD59FFFCFFB31A0F5140B925A978A709D3A6D802FFB2803763E23A3FB0F27803B3A0BD43CE3826BCA88393633287CCF0907A08B9929C1897BD068C4,NULL,NULL,NULL,0,NULL,2017Spring
0x014EEE1D53EDE6DB0D88D32E3E2659F9B3745EECFB03F3C22D3D93685F200C76EA0E183020B80F1D8C74C1AC758FE5FEB31FACB7474B112A2E9046C4DB6F95B26B,NULL,NULL,NULL,0,NULL,2017Spring
0x019BF7CCC5158C7C61C1DA18D2F02F2D79460C216CE4FD456F59E3B49F3CD7BE47553830BA5CB32B6B92629641008DA7C1D3E60ED8F5AFEC6C87EB59508DA2AE5C,NULL,NULL,NULL,0,NULL,2017Spring
0x0145DC5295EED2A2BC2C0958387CC3A7FD8B6B48949B0019972FF1EC9B2D2D20F323AC4479CE1643BAF5B65AC6E31ED09B8126622324D0A82904CC9CF3088792DD,NULL,NULL,NULL,0,NULL,2017Spring
0x0187B0FD2FEC89F633C245038012F2B675D73009D094F2275ED0FB58CB12BEE8B4DB12F5A45DE5C4A3F75918E4A4D55E1D60C01E9C95C97F2FE887EFB1E75A028D,NULL,NULL,NULL,0,NULL,2017Spring
0x01FD96DBAEFE99C2DFF28208A437B06D0CF9BB6D4A0464F9418DFB283D2D58447EACE32525A103AC58CA785C6548866DBA47032B5F652D494BF4DE1EC14E609139,58,48,33,139,103,2017Spring
0x016705CCAF6CB059122648350BBBC002B8C22AB1B5DCB5AA01EC974CBC3A1EB4841E1B3DD3B186DD39CBF2F8B2CE80C1B440B20D714737F151D3200DF4F5740CCD,NULL,NULL,NULL,0,NULL,2017Spring
0x01247AA0B6ECF88E2E69C824E2B3274FB36E5D1ADD600CF96690C304D90581A67E34D0F05C0D816AD527C1C259636FC38BA5B4B554E2A57D1052792981F6E04F1A,NULL,NULL,NULL,0,NULL,2017Spring
0x016E1699E78D7774A92D84E8840E2C083D15CA3B4D01FFEE5E6C70336E746BD29D930873A6E008A086861F31577E197F2D633CB55C6791BDB2678F33F53B7E9052,40,50,17,107,103,2017Spring
0x01140C1A5BB10443E8325FE3E499359380A336AF8C86F83CCDDB55279B85206B3B87CD89AEA8F6A46AE70CD113E85E6C04A08BB3449ABF621E47B8DE5E761E9F92,NULL,NULL,NULL,0,NULL,2017Spring
0x0139F021DBF15129A639146A66564E75D7886F3760C0B0F9DEFCF9CB836FF976CC9DD33A88922B98268C15845BA83A6CC8C53CEE39E35D625CBE99B01BB4BD49AD,NULL,NULL,NULL,0,NULL,2017Spring
0x01AF012D15FBF00C85C9F862CF91E52E4EEF2609E2DB7E3913A3DC5568038887F0EBFDAE4DADCF2551A06D5B44D4E0B733B521D8F2857BB73A0757E656B6F39A0A,79,66,33,178,104,2017Spring
0x0105B311AE8AADCD27171EF2D542DEB5698B86182C842FC2E8B7329D23E14FC2DBA0901B58C497B3AA102356C98A02DB1A9CE6CACCC2271FAFD20BCA51181C4B63,NULL,NULL,NULL,0,NULL,2017Spring
0x01157E6BFAF20750536EDB8EFFEFA49AC25808CAF4626134B93450DDBB2CA26F5B29F59576AF61D4E092A72BDDC52A78E1A7EDDB5696A68E0B44FEFB71CE4756AD,NULL,NULL,NULL,0,NULL,2017Spring
0x0162A0DA7226C8E31B5DC51BC245F23F07A3EB37840512A9613AABDCE2DF758F92FFC37C8CDD90ABAD10B083EA182098DAD52649B42ACD77022E9D4942690EB5C4,NULL,NULL,NULL,0,NULL,2017Spring
0x011D5D8C850C91E15D616777EC6A5E0450BA706D2225B1CE79FE9BF21A0917C929A1CCD563C6284F1DBC2DC58A57734799F1C73AD9E358476B5F1DEFE66D3D24B1,65,44,22,131,103,2017Spring
0x01B8921443017BC279B605ED1413D9C50335E7C73D8AEEC9E671F80CB2B3FD9D6CE81914F4C69040A25E48EDBBF37FE785E18EB68EAD70E3E6E6E6EFC0D8F1659F,66,84,24,174,104,2017Spring
0x01F53EF0114045C9AA551DD9A467A17CA0F7F29D9472809B06E75B59125725BC996789DD714F8E311340381569DC6FA1E3319B75D2ECE0481829F7074B501536DA,48,99,30,177,104,2017Spring
0x013AAD567707C2D71EFBAE4D7E15E73B16D010E2AE7CC7E44A3867E84847100349E247AD16E4B5ABFFC1A9971F5C2EE27E116F4E618ADEBC7A3C1036F9D5B6FF9F,59,84,18,161,104,2017Spring
0x01D7F9196C94DF48766C25C624EDE46DA68C133E88EFBDAAC355E5A1E560A4A8EBD894A00F0E1598A34B408FD3A37D246927051D173B8D9B6CCB98E1451A1D7137,75,82,26,183,104,2017Spring
0x019D0AFC58C924D603B9F595319CDDF63FDFA747CF8C85CB3AA3735369636368CBD2FEBA826C09C0CF6CBBA9F621AFCF8A07431E20C7E1D49B78F6ADF20F8D2D3F,60,81,41,182,104,2017Spring
0x01C22A370BDB8490779E44412524A5D9CBBB8F9EE55CB7EAD5596F27ED3D70167F9ACB11CCBC94E41A14576CD3E9F59FFC22F4F8E149293E7C0F0ACF2BFE23A71E,59,56,35,150,104,2017Spring
0x01B2C24A8122867E456191E61C40FF864D4A0523EFC209AA76131A9971A7A17E6CF899ABFABC5975788C7DC476DB1808A3495861A5903FD61224B0AC9F59E756E6,68,60,22,150,104,2017Spring
0x012AD4DE9ACB32E877CD8F88773DD9F3BDE98A5679C78E50B86FDF34FD32F7DA9D08D1EFA0AD94C8B81226EDB79371DE48AA2FBFD21F6E56E52A04C544668B143D,65,73,42,180,104,2017Spring
0x014021E2FCF5036239BAD3C75E57DF473EFB6515B70D6A50CF0F77CC33EB55C2F7D7A56F5BC7E4C06AAC8077A430C6367D8AA8E53F358455127FB72F1C26DAB04A,NULL,NULL,NULL,0,NULL,2017Spring
0x01157C2417F13CDD27DC21456EDFCF6D5020301AAAEC2766E331DD7871E41D76A454AC42F00A57CEF430A6440CA21444FE7BD42E123D0EF3EE5FBAE6713CC581AD,NULL,NULL,NULL,0,NULL,2017Spring
0x01B6D48896F670A49038263D6742BFD75EA675116F59D92106668C5E2D371774F09AC48D7653A5D8D702AAC5DB372B7579C304D149D79E60B1701FE434936B370A,84,65,31,180,104,2017Spring
0x016CEB43D2C89A1440FF1892D5553A350E02B8204CAD53A4DB812E7E7221AB145517298EEFA48DDD774FA1F66F58C75EE09D8C16D78DB19CCBB008159929454293,66,72,43,181,104,2017Spring
0x014FE53C56B68C28E1860FA4BD38C991D21B695C59640D8986D754845C56C9B48129B137719B5DAD9D0C06C1DB9D9D14229614A099702B0098F2249FB1351568CB,72,78,33,183,104,2017Spring
0x015B8664CB00F585D8A517B38A35872C11996496694281416D06008B83C014BE598D89D8530E034CD80F0A19208211874FBC49FCA046F6609215A4769B7AF43956,NULL,NULL,NULL,0,NULL,2017Spring
0x01CFFB51F29C7A7266240881D7208A1433A3C55EB13ADAEE39ECD964E81144CE170BB22087036DE5D8C182D3004CE390666B9C6F8A3970A0DB1C5652550E18FB2E,NULL,NULL,NULL,0,NULL,2017Spring
0x01EDA24E08D60ACC9F47AF2A4FEC5B5D3E5944DD9768B953F5508E82D014004C2D8FFAA15CD320C8A2A3263EAA4A99AEBDA90089A24D80E81D11883732F69C6620,NULL,NULL,NULL,0,NULL,2017Spring
0x0102B7A9770EA6C103C09D847C78238679780364C9B3E44EDAE976B3C2DF83AA01F7ABB1AE5FA8D6CE7DEAB7D1D6923F7E00B1F7FF908EB6E8F50E5C35E461F631,78,53,13,144,104,2017Spring
0x017AEADD592F50BB26026A426D8E947CE572CB173EF2C8FA251BBB3879419FC0B75E90E70D1C28C0C82EF20F0F0B2CA2075DF8358A9A4EE9D8E100619AA75E9397,79,61,41,181,104,2017Spring
0x0191A16400D8FC9ED087CE0337EC15F96523E5316D95F16140F0BDBC803443C4152CB40CE29AF8C3D9331207B8548C39E96F0895B06D8CEA83CDFF8A4DD083E0FA,60,72,45,177,104,2017Spring
0x0190B473062E0893D255E180D28C7B14E099CCE04970D373744BC9225619869F71A7DB69BB9692C301180604EA97CDF67E088F2A32B6D775D27F5486AF7C98859D,NULL,NULL,NULL,0,NULL,2017Spring
0x0115AF469CB94A4EC71DB5B9891D776B4DEB530F84D48A38AA2241CE211F0566B8A021B8E396D4B4380AF8CCC44FB0F2E64F1711B9E3B08BD929DD04BF56444567,NULL,NULL,NULL,0,NULL,2017Spring
0x01C479462683B419EC0555DB324B0CA5A7369E5101E2D7EDFE0DC9241B1E7C3B77E45C3DF79C9D6D6E9A837F89C49F4B2A9C56FAA3B638FCB01EE46AC53464F9AF,NULL,NULL,NULL,0,NULL,2017Spring
0x010AA3CF522A0160EE63D2CB772A436A36F0A59854C803A7E6DA495C980487DC375146976C731AA90DB8142FBDFCA51BF048475090D48B8478C1137F3EA75D14D8,NULL,NULL,NULL,0,NULL,2017Spring
0x0120DC5A2B6D931604607472949D8AEF6E3E00E6D1272E58BE0D2328F4A30557AC89D620770C1E3AC21C4C470324E60574A4588224E7F1454AC27EF92EDA8CE02C,66,66,28,160,104,2017Spring
0x019EF77DBC73E8ACB3865F7CA225B9FA4400BAF705120C900FC6B654C716AF983B7F950945BDDFF12F93E6D770FEE3E4A0D40BF03F53FC77EB9194008569D63A11,NULL,NULL,NULL,0,NULL,2017Spring
0x018B3D568F03C762B591C46DD6E83787D6A8A325A09E3AEB4B492CC3CDC858B695FCE5DFFCC48556AF06FBBDB06A7FD4036266C1AA5A12BA3A040229CF1E465489,NULL,NULL,NULL,0,NULL,2017Spring
0x010DDDB4FF16107B0CD1A57B9A9E5D0CBCFC9F7A874DFB4A6F489253C6C31F41C55541D3B4616FEADC40565AB232958D339AE9BC3FE92CD825E5285517E5A5E053,96,84,24,204,106,2017Spring
0x013FF9FC4DC0D8BCEC60559316C556AABE814EE3360B08052DC7F3ED71FB5222442516D21C7DFBEC06152CC34115171610F8C8FE4CF17FF6700E142E8F63A3B6C0,NULL,NULL,NULL,0,NULL,2017Spring
0x01A6AC764DD48AF68412777A0CC2F0A5ABD96C1EEFB3B6C397717674498D8669A68D01DD62BCBA0F5BC5D556E40399798AB8753E507398748C47AE1FAB442167D0,NULL,NULL,NULL,0,NULL,2017Spring
0x01C9F8160A11BEBCDC96BD3F240F47A985068F5B45CD00B02ABDACEBE4D9D0F3EA708B5483407A70FA0B8550D720BF0F170BC149E895A1BF2F9BA2C4250992F0ED,NULL,NULL,NULL,0,NULL,2017Spring
0x01972B3B79F47EBAACF105780563DACB684D5836072F8CBD0F864D5937BEE9A54616A64CBCD5890B7C800E908D7D6B74E1A965A128D4F0B7D7C9D7DE37825231B0,NULL,NULL,NULL,0,NULL,2017Spring
0x01EC49875A9CB23A49CA04E9D2F0BC766621124CD945BCDAFFB48BE3F14A46C03A81B0397C9E7898F76F81EC96B5196B380F2379E4DBF2ED797CC1433607AE8DF9,NULL,NULL,NULL,0,NULL,2017Spring
0x01BDD09EC52E22AD1695A84D97F22167512A53E36F6D91625EDF341A2FE5590FB418F041AE70222DE7615DF90A9BC62FE6CD376F26AED5E8C774D7EAAB75E0FFDF,NULL,NULL,NULL,0,NULL,2017Spring
0x01F088D1847D01F7941688441F96BCFA0AE0A5AB6628FABC07B6A98082A07478378C230118C7C933546029BFEE6282E596FDE761E7020792F8723F92ED071DA9CE,NULL,NULL,NULL,0,NULL,2017Spring
0x018AD18B601231FE8C474C4937925DB6E3CE96004D17BD2B0A04CB883CED4FE0AA29FA4C93924FA2848C2FA1E20BC997E37406EAED374FCB500F9A69F1C6C7C492,NULL,NULL,NULL,0,NULL,2017Spring
0x01D48A77DFD31A6EA225BEF0C00F202CD7C6ABFAAD438856F3BA6F259DB3E62C98F91AC9D2CD16BC1C6C5DFFBD15D89D68A255AD5D12E2783AD28CD84A939120FF,NULL,NULL,NULL,0,NULL,2017Spring
0x01DE3A00B157AC4459F3FD88ACA45CC59829F8099DBBC6C46AB213568FEA88A5C3FD11FB03C64C9F3D3AE7A1D764F86BCD2D95391756DC564C58CC022BB58DFFC3,NULL,NULL,NULL,0,NULL,2017Spring
0x0128F46E73B402B819864E46DC5E418BBF3EB03DA04E7B152CEADDDC148486C01AF2EB84A7EAF017E74418FE344A4B15338D6E0083CEB1D6B9C7E39D569760D4A4,92,76,27,195,105,2017Spring
0x0177F690556655ABEE38760006B69B6A55374BD7351A3FB329AEA75E7BF846F347D919C1DB293A980247DDB2DB2CE0A6AB261B878D406C423D12C655869DC87198,91,74,36,201,106,2017Spring
0x01EB7A1B5AC6954F07D675510DB7E06CB47787F28498A2B35625666868539464F03CBFDE7E6EB71F06E355ADCCD8CC345A1FEAF0B94B9DAD754DF967388A659D15,94,82,34,210,106,2017Spring
0x0167C97804FAF6F878ACB8B456924DE8B26CD81D6719DDFC9C38DFBC09D2E80175B24867E5D5AD25470D103D6BE9F6CC2A591D12139A8C71BAFAE8EAED5AD8ED45,63,93,39,195,105,2017Spring
0x017216D28F476AD70E08C36E25937AE9065C4F2E75AE4B1C60AB7511F6DC978EFC697FA0B5A8567EA0006F094B1782A9C0B7DA6316B3A1984FE20BF9F484EFE8A6,87,71,39,197,105,2017Spring
0x017E54127CD80AF6B161E944B89F6A05B293F1DCDFD94DFD126A7BBB4756B2EA7AF151AD745B1D0692FBE50B60078A36ADAE18D44354320A48E3D88F75F6782010,NULL,NULL,NULL,0,NULL,2017Spring
0x01503E51DFE67A196A346F4DC2DA758E1F0798E832981E3953F21EF12D58877A4515AD2C5739ABA4E2692DA832E2B6E7022EFC22DC241BD6EDC7604808540D02AB,NULL,NULL,NULL,0,NULL,2017Spring
0x0178954242F4FAEE2B05DF73179E739EBBEA46A1F5CE10CEC323B74E16E5302A75D5FD1B886121F8E82B6AD40D2428D5B0182A28FBD0D333FEAE52FAE335BB4E34,NULL,NULL,NULL,0,NULL,2017Spring
0x0134FBED0AFD9F18B7ABB39F4053ECD0CBA46EE5DD1F2D95E51885ED0EA81BE9EC582BAA4E4A16E6E2F017EAB73C6152A795D5B0D7D41CC53D0C2C6B29BF6A699D,80,86,21,187,105,2017Spring
