ID_encrypt,Start_Date,End_Date,Do_you_plan_to_study_in_the_Academic_Program_next_session_,4_Day_Test_Prep,1st_choice_elective_MW,2ndchoice_elective_MW,1st_choice_elective_TTH,2ndchoice_elective_TTH,Quarter
0x011CC05DDC6D5BBA62EA10A5A3F0339D4F28AC09F759580CB5BC459DC0DA78667753EDD0980686D24B4DF489F9257AD85FE81F7C215F1D753F5590B374CF0217EA,5/24/2016 18:00,5/24/2016 18:02,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",NULL,Business English,English Through Movies,American Idioms and Slang,American Idioms and Slang,AIEP_Summer_2016_1st_Half_Elective_Preferences_Advanced
0x01A6288FE7C4C454B7DBC02A068A67695B3F76B4CC536C43BD7B356D6AB9A2CC9D45DB4EAFBF728A92CEAF3A7D10B9981CEB79CE409CD9C8A5F054E5C1DAE2E55A,5/24/2016 15:15,5/24/2016 15:16,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2016_1st_Half_Elective_Preferences_Advanced
0x0140A63E6349B9FBBC506335FDC83DFA8FFF18DFBA463EF7FAB6DA2D59FD477ABD83132A3DAEBECBDE09FB26681DA5FE7F93935DA63500307CD5A7CB2146595FBF,5/24/2016 15:03,5/24/2016 15:03,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2016_1st_Half_Elective_Preferences_Advanced
0x0121E22A324282BDA84A216B4BAFB161DC95B0E1DFF1965EAD0216B28F2056D3E9424C8FD758F08901F26282E6383F587746BB7C9E87D8B907466B6AD95A33F75B,5/24/2016 15:02,5/24/2016 15:03,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2016_1st_Half_Elective_Preferences_Advanced
0x01BDE26CA9E193C12B42069FA8B6A3CC5DA6E73EDE190D54382E5318898EED80080B75410B70828BCD19B63F56AAC6BD4BC4231459F58A492680D3171FF37454F8,5/24/2016 12:34,5/29/2016 18:23,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",NULL,Active Listening and Speaking,Grammar In Use,IELTS Preparation,GRE Preparation,AIEP_Summer_2016_1st_Half_Elective_Preferences_Advanced
0x010ABBD233BFB8BB2D94CA14E6C8D05A0D1CCB7B79645F57F39FD3D1D5E3B8D9EDD52C7397C0CB897465EA6CDA85A715AC734045C6A5BD417B16016C5D34C4E6C4,5/24/2016 12:30,5/24/2016 12:36,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",NULL,Active Listening and Speaking,Public Speaking,IELTS Preparation,TOEFL Preparation,AIEP_Summer_2016_1st_Half_Elective_Preferences_Advanced
0x01840B37B7D4F3D451E8A47A674BB7FCD7238A4720E66552CB3C5E2229E1FEC4796F667A7D6769B86A20C4D28AF2049D0B37EE525F1EAB34248FBB6FC2CA2AF0D9,5/24/2016 11:56,5/24/2016 11:56,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2016_1st_Half_Elective_Preferences_Advanced
0x01DAB9F9B3E966A1962FDBCC3A82C97042BC5347227E86A4D6A86B79D3AD913E1D32D702DCB8C0653BAC8E56CB6DECC5CFA45882656FEF853B8F9241F2969A30E1,5/24/2016 11:33,5/24/2016 11:33,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2016_1st_Half_Elective_Preferences_Advanced
0x01454858C7B5608FD2089D10B66D5CFBCD2F02E6DBCDD95EF56402076E1B1BBBB4DD582D089158E40FA605EFBCA182CC502FA7EB1CD31D2952D8670805D981674D,5/24/2016 11:02,5/24/2016 11:02,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2016_1st_Half_Elective_Preferences_Advanced
0x01C22A370BDB8490779E44412524A5D9CBBB8F9EE55CB7EAD5596F27ED3D70167F9ACB11CCBC94E41A14576CD3E9F59FFC22F4F8E149293E7C0F0ACF2BFE23A71E,7/26/2017 14:01,7/26/2017 14:02,LNU,"I want 4-dayIELTS Test Preparation(Monday, Tuesday, Wednesday, Thursday)",NULL,NULL,NULL,NULL,AIEP_Summer_2017_2nd_Half_Elective_Preferences_Advanced
0x01773C8E981DCAC2187D0BD7DF73E86FAFCECE91B0B5D82B3854E42D2D40F3B32F7A925DE47A22A57DD527BB0C7841DE85260C738ABDB20F0E9F4D08A076E0BB75,7/26/2017 12:44,7/26/2017 12:45,Kalimoldayeva,"I want 4-dayIELTS Test Preparation(Monday, Tuesday, Wednesday, Thursday)",NULL,NULL,NULL,NULL,AIEP_Summer_2017_2nd_Half_Elective_Preferences_Advanced
0x01EDA24E08D60ACC9F47AF2A4FEC5B5D3E5944DD9768B953F5508E82D014004C2D8FFAA15CD320C8A2A3263EAA4A99AEBDA90089A24D80E81D11883732F69C6620,7/26/2017 11:00,7/26/2017 11:01,geng,"I want 4-day TOEFL Test Preparation (Monday, Tuesday, Wednesday, Thursday)",NULL,NULL,NULL,NULL,AIEP_Summer_2017_2nd_Half_Elective_Preferences_Advanced
0x010AA3CF522A0160EE63D2CB772A436A36F0A59854C803A7E6DA495C980487DC375146976C731AA90DB8142FBDFCA51BF048475090D48B8478C1137F3EA75D14D8,7/26/2017 10:54,7/26/2017 10:55,Shah,"I want 4-dayIELTS Test Preparation(Monday, Tuesday, Wednesday, Thursday)",NULL,NULL,NULL,NULL,AIEP_Summer_2017_2nd_Half_Elective_Preferences_Advanced
0x017AEADD592F50BB26026A426D8E947CE572CB173EF2C8FA251BBB3879419FC0B75E90E70D1C28C0C82EF20F0F0B2CA2075DF8358A9A4EE9D8E100619AA75E9397,7/26/2017 10:14,7/26/2017 10:15,Huang,"I want 4-day TOEFL Test Preparation (Monday, Tuesday, Wednesday, Thursday)",NULL,NULL,NULL,NULL,AIEP_Summer_2017_2nd_Half_Elective_Preferences_Advanced
0x01AF012D15FBF00C85C9F862CF91E52E4EEF2609E2DB7E3913A3DC5568038887F0EBFDAE4DADCF2551A06D5B44D4E0B733B521D8F2857BB73A0757E656B6F39A0A,7/26/2017 9:58,7/26/2017 10:03,Chen,I DO NOT want 4-day Test Preparation. I want one Monday/Wednesday elective and one Tuesday/Thursday elective.,College Workshop (Level 105+ ONLY),Business English,Current Events,Word Play (Academic Vocabulary Development),AIEP_Summer_2017_2nd_Half_Elective_Preferences_Advanced
0x01E00CF074F31137107302980A1166DD4B953E06C84E27632932791C9D73110DF4604BB6D3999430DD876EEA8CB7B124986FAB553AFA8D1099ED3F133A4C1E1828,7/26/2017 9:57,7/27/2017 12:49,SuI,I DO NOT want 4-day Test Preparation. I want one Monday/Wednesday elective and one Tuesday/Thursday elective.,College Workshop (Level 105+ ONLY),Business English,American Idioms and Slang,Current Events,AIEP_Summer_2017_2nd_Half_Elective_Preferences_Advanced
0x01B6D48896F670A49038263D6742BFD75EA675116F59D92106668C5E2D371774F09AC48D7653A5D8D702AAC5DB372B7579C304D149D79E60B1701FE434936B370A,7/26/2017 9:55,7/26/2017 9:56,"ALMUSAEED ","I want 4-dayIELTS Test Preparation(Monday, Tuesday, Wednesday, Thursday)",NULL,NULL,NULL,NULL,AIEP_Summer_2017_2nd_Half_Elective_Preferences_Advanced
0x01BD126CB2C608DC20A87B0047FFF21DFBA1545189D1A85C16C39CC36F5A789E82B8213F41103DDEC92ACAF398F75686A506F819328F6B3322DBEB225D170070BE,7/26/2017 9:53,7/28/2017 1:22,Nuraldinov,"I want 4-dayIELTS Test Preparation(Monday, Tuesday, Wednesday, Thursday)",College Workshop (Level 105+ ONLY),Active Listening and Speaking,NULL,NULL,AIEP_Summer_2017_2nd_Half_Elective_Preferences_Advanced
0x01209FEC6BF023A93AF204C3E7FB0621B17DF91B5A69EB4A2166A6C4F7EB38A1EF09F3F48F1B622B7377FAF31FC62F2526652D5D018D5462C9B83DBDA6094CE1B4,7/26/2017 9:31,7/29/2017 12:03,Kakimzhanova,"I want 4-dayIELTS Test Preparation(Monday, Tuesday, Wednesday, Thursday)",NULL,NULL,NULL,NULL,AIEP_Summer_2017_2nd_Half_Elective_Preferences_Advanced
0x01E4DBCD022A3ECF317C81CF4224A3181A160CE3C56B36539DED6F262DF341714D87755EB0F221983972BB5959F02BF1BBAD3F5779EBB7CBAF1817D9A2DB4D6220,7/26/2017 9:17,7/28/2017 18:27,Wu,I DO NOT want 4-day Test Preparation. I want one Monday/Wednesday elective and one Tuesday/Thursday elective.,Public Speaking,Business English,American Pronunciation,Current Events,AIEP_Summer_2017_2nd_Half_Elective_Preferences_Advanced
0x01698A1B21B0AE8C2CAAE260E8053402BB388B7B47D3C15F9AC6B9AB736B449F24B498F6E42D93BC8E78D998FC3AC8FB3C6C7A0B9D47DB20EBA7702505B8AC3C0D,7/26/2017 9:01,7/27/2017 18:47,Kimura,I DO NOT want 4-day Test Preparation. I want one Monday/Wednesday elective and one Tuesday/Thursday elective.,Public Speaking,Active Listening and Speaking,Current Events,Word Play (Academic Vocabulary Development),AIEP_Summer_2017_2nd_Half_Elective_Preferences_Advanced
0x01116AE9F224A506959DA3AB381894FE2ACC86BA531204AF7222754CB0581E51C5EFBCE61068DFB49A726A059C290043F11CD23625B33A68F29323BBAB22B5C820,2/4/2016 17:48,2/4/2016 17:50,ADV,NULL,College Workshop,Public Speaking,Word Play (Academic Vocabulary Development),American Pronunciation,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Advanced
0x01C0CDB08593F5CF21D031257EECBE6C2EFDB21F5B0743473E0E6B3F29106F3D41781605B90D2740F94B8D4C134125FEE6125CFB3BA3DE33099BAC1F1450C0637B,2/4/2016 17:11,2/4/2016 17:45,ADV,NULL,English Through Literature,Public Speaking,IELTS Preparation,TOEFL Preparation,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Advanced
0x0120224D0001571CAE1A94122AB6C40684A450ED3898A022CC12C9A4C252962B55CA6CE5C0365A91CF92A2E3F365E6FD1F46064052070CA2042E2F1AFEABA8F2BB,2/4/2016 11:07,2/4/2016 11:10,ADV,NULL,English Through Movies,Business English,IELTS Preparation,Current Events,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Advanced
0x011377404A508C3A72455FA467E6AEB1F25E8403DCB936DA955B829CD54C9A1D53CD2DA00495C2363373CDA5811C83F5620A63F35514F2A3D2130D493F4CEC2520,2/3/2016 23:58,2/4/2016 0:06,ADV,NULL,College Workshop,Active Listening and Speaking,IELTS Preparation,American Idioms and Slang,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Advanced
0x0107B73C887E0E0142F2DDBD1CC10277D9FEFBA801DC42E331C70FA82AFA678259988E00D25CBDD47862E0C8B1AF86D8FEEBFD07ACBA6BEF6CE369F5AD9C277A75,1/31/2016 18:18,1/31/2016 18:33,ADV,NULL,Active Listening and Speaking,Grammar In Use,Word Play (Academic Vocabulary Development),American Idioms and Slang,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Advanced
0x016870C38917EE2766ED819B3FC2E849F8C4C7F23210DA5C326EAD95A32B1F8B90FE7A01F2F9DB547AC1FAA14A3FA6A5DBF6E9B52A920CCCAA582DD6CF3839A141,1/31/2016 17:22,1/31/2016 17:24,ADV,NULL,Business English,English Through Movies,TOEFL Preparation,American Pronunciation,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Advanced
0x01414CA0BF40A6485B681757DAACD7612E32D57E95BF94BB5BA366B687D6CAE3F3930D5A3633F4B9F0D71BE76D030D7DB0D6E2474CBCA8279C45D35AFE4B5DF15F,1/31/2016 8:37,1/31/2016 8:40,ADV,NULL,Business English,College Workshop,English Through Drama,Word Play (Academic Vocabulary Development),AIEP_Winter_2016_2nd_Half_Elective_Preferences_Advanced
0x01323E160468118B1EA0AC21122C30872E63FD5F8D9E28BA6D3F3D0A54BCA209A52F3277C8051BE1D6064450EAD2F950653453A715E0799AE17AE1E845B4977E56,1/30/2016 18:55,1/30/2016 19:08,ADV,NULL,English Through Movies,Business English,American Pronunciation,English Through Drama,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Advanced
0x016771DAEB87024A39F1D9BA99E022397F2561E5C64404F38E52A8562098A3014123FA8179DFC621FDD075C6C2CEB329489EFEF745853E4C4560273BAC7638280B,1/30/2016 18:09,1/30/2016 18:26,ADV,NULL,College Workshop,Grammar In Use,American Pronunciation,Word Play (Academic Vocabulary Development),AIEP_Winter_2016_2nd_Half_Elective_Preferences_Advanced
0x01216710244EBF6F356753F687B418790AC7AB537CCC2EA5909DBD5FCE2CA2A1E72C34F8924B11B0E1942F8806D66E6AB0DD2F0C632F0E3947C914988510514E4E,1/30/2016 15:57,1/30/2016 16:02,ADV,NULL,Business English,Public Speaking,TOEFL Preparation,IELTS Preparation,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Advanced
0x01C53F19CFF88B1761F462A225D6C172BE8CAB8016078F54FB9109A01BFA9A83BD5DC9E484FADBD68B64F12DC2808E725BD01BCBD7CB649F5878CDE94874562E3E,1/30/2016 8:55,1/30/2016 8:57,ADV,NULL,NULL,NULL,NULL,NULL,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Advanced
0x01998EC90D0C8DC060A2EF3449C386F87C226365E185FB8AA426E413D4128D7094D0B57C1A38D9CA1FF1ACA8A5DEF6DC6B0EB836829718F7699856CBCF4F28CB1E,1/30/2016 0:16,2/3/2016 0:29,ADV,NULL,Public Speaking,Business English,American Idioms and Slang,Community Service,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Advanced
0x01E4BC03DA4378BD386A324B74ACD51F747A52882A50EE060AD841282A7D68845826B7A685293FEC67EBEA610320DF90F0BA992E9DB2687C87272BC62B43D69E99,1/29/2016 16:01,1/29/2016 16:08,ADV,NULL,Business English,Active Listening and Speaking,American Pronunciation,IELTS Preparation,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Advanced
0x014CD5AA3146CEA5B16030B0A409B98CFCC10B572A7E6764B4735EAE2019F71EA727B31B041E49254722C7C349F6AABDCA98DC674AF0AB979FC85CEDAFDFF15961,1/29/2016 15:26,1/29/2016 15:28,ADV,NULL,English Through Movies,Business English,American Idioms and Slang,Current Events,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Advanced
0x015DE0A7E396CF5ECE5B7305299D3122A2810728CC297AA64AEE2FFE49D4FDE5563B807D29AEE3197A9D6DCC9B9E9A474A08AA23D6C6114933BD3D9B6A6C49EA13,1/29/2016 14:39,1/29/2016 14:44,ADV,NULL,Business English,Business English,TOEFL Preparation,TOEFL Preparation,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Advanced
0x0111215FFB69CE64CCA8E65AB9D174217EECF8CDA228BE8516031F0209E69C31D8665EAE1C9AFEF2D7127809E6AFC87A6CABA24E4D0AF3F51710182E898426AA21,1/29/2016 14:21,1/29/2016 14:25,ADV,NULL,Active Listening and Speaking,Public Speaking,American Pronunciation,Current Events,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Advanced
0x015013EC013346AF1480E683E6B6EC9BBB97FDDBA80BCFE8D657131CE3A2FD170111285273523FC3AB421FDD54D18F7A0B1E9D75B9510905836B0D78E2DCF21A39,1/29/2016 13:26,1/29/2016 13:27,ADV,NULL,English Through Movies,College Workshop,IELTS Preparation,IELTS Preparation,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Advanced
0x017EED5BAB4C8802413C9F0C8B17C012C1BCBB884BC2DF00B897B2BB9E82BCB620EA4E3BCBD44328A50B238BBC433DB0B04EBF01C7B9EBABEF8725D0D30DC6E749,1/29/2016 11:00,1/29/2016 11:02,ADV,NULL,English Through Movies,Active Listening and Speaking,American Idioms and Slang,American Idioms and Slang,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Advanced
0x01F53A4F9680211D69E497A65561F969C575874F952809E917ED7F6C43B991BB53769D7DCE84A432C0D1F3398B02F9C32AB704036B40930402104695E2C625EAD6,1/29/2016 10:58,1/29/2016 11:01,ADV,NULL,Active Listening and Speaking,Active Listening and Speaking,American Idioms and Slang,Current Events,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Advanced
0x017871ABFE5FFA88A44E33234BE8C9D1CD0CA768D675DAE786AF9B8AB6506FBF7199AC340D024CD974E1B94E6FE634DDEC5C2B12F823897669ABD5C4AFF2A9A4F8,1/28/2016 13:55,1/28/2016 13:57,ADV,NULL,Active Listening and Speaking,Business English,TOEFL Preparation,TOEFL Preparation,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Advanced
0x01E0DB8DCFC5CBEB8B016D60E1268AE7336F5FF1C73BE6699AE9C3F2DF509F0FA770035B951EB095F0884899CEC2E7847FD53126CD31FD3463116CF38A6A3DAE80,1/28/2016 13:54,1/28/2016 13:56,ADV,NULL,College Workshop,Active Listening and Speaking,TOEFL Preparation,GRE Preparation,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Advanced
0x01C876A450E1E7D3775B640F339BC3887449DDCD202118F5F2A9206748CDBC9F284AF34001935C166483FAD0648B84242E9FC432E5442A6791D1C4F728A76E5138,1/28/2016 13:47,1/28/2016 13:50,ADV,NULL,Active Listening and Speaking,English Through Movies,Current Events,IELTS Preparation,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Advanced
0x01817EECAC0E1CA1174F158ABF6134AE0F814AE07DCE4CF6BBE2DEE0E962A7107942AB3BC376D0839D4423E279C64FF3EEE90BD293DCC672DB8C81415A7C6B969E,1/28/2016 13:45,1/28/2016 13:46,ADV,NULL,English Through Movies,Public Speaking,Current Events,Community Service,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Advanced
0x0103B591CFE1E5D417FB8F73C3B598899F4BE03AE3EC2989EBAD8CDB85BBD67C88E74F628E9C7DE5F7C63AC5E9D260CCA12F2B7988E13A72E619AF99629010EF87,1/28/2016 13:45,1/28/2016 13:47,ADV,NULL,English Through Movies,Business English,Current Events,Community Service,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Advanced
0x01C64937AF49F50E2422C7D23631DD45D8EEBB2672049B81A77B16C8027783926225C64B65713AFE2C2EB7B269C2080E59E95FEA5470625D97763FFA29BCEB4EC0,1/28/2016 13:34,1/28/2016 13:35,ADV,NULL,NULL,NULL,NULL,NULL,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Advanced
0x011AC174121EC1A0503E2E5CDCF25313D82BB86282B1069FC55C98B4E7DDA0D2A1A934368EBAD0603E1E64422EB33F88EDF865E1D08B266C13557EC9DA992D74FC,1/28/2016 13:15,1/28/2016 13:20,ADV,NULL,Business English,English Through Movies,IELTS Preparation,American Idioms and Slang,AIEP_Winter_2016_2nd_Half_Elective_Preferences_Advanced
0x01BE992F11BFCBBD08E1E2A7B2BD5EA74B61D98EE6FB5FB58707E571B4B1F7145291FFACFE3F509A4184A694E1BCE62B07939B89BC9DF78D8A3E8B9C5D624B5B49,12/25/2016 13:27,12/25/2016 13:39,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",NULL,English Through Movies,College Workshop,Word Play (Academic Vocabulary Development),American Idioms and Slang,AIEP_Winter_2017_1st_Half_Elective_Preferences_Advanced
0x019BC58D954ADFCD12EB2E0FAFA95A663437570DE404DB09EE99B87273E1ED31C82C1703DC03BCF52C8A421FA897DA13F5558B72B83D3CB4A617F18C03C627175B,12/13/2016 18:15,12/13/2016 18:19,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",NULL,Business English,Grammar In Use,TOEFL Preparation,IELTS Preparation,AIEP_Winter_2017_1st_Half_Elective_Preferences_Advanced
0x0150BE18C453C5F7E0D5501653922C6112DB445E602BB4B533D5B4BAEA76B175BF645D8830AC668BF3AFFE1C96A8D7A2BC15D4F30BF7523F92B8C09DFB6B54B097,12/12/2016 12:17,12/12/2016 12:20,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",NULL,Grammar In Use,English Through Movies,IELTS Preparation,American Pronunciation,AIEP_Winter_2017_1st_Half_Elective_Preferences_Advanced
0x014CAB82DCBD897662E37DB5FAE00C9694AD4FF05AB00864DECA1912ED557B1AC87C4A17913393F4D29B13212B122A30127C8917D899FD0515CAB899E0B4638BBD,12/6/2016 12:16,12/6/2016 12:31,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",NULL,English Through Movies,Active Listening and Speaking,IELTS Preparation,Community Service,AIEP_Winter_2017_1st_Half_Elective_Preferences_Advanced
0x0170FB2984D52BA59A0FE2B20DD41815CAC43AC6A509DAC0CBA0551B08CF1180C94E2EE10CB674B9E45F9776D9FFCD6BFEC7047E6C1DDE82B65704D966FD10543A,12/5/2016 15:37,12/5/2016 15:39,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",NULL,English Through Movies,Active Listening and Speaking,IELTS Preparation,Word Play (Academic Vocabulary Development),AIEP_Winter_2017_1st_Half_Elective_Preferences_Advanced
0x01284AF2D592F0AAC501E5C1BC7DEBBFEFC6D93E4176CA10AF690081F0E04394C29041A5C9D4714B39FAB3067172056284319F3275EAFE79DBD6CE0E1B830CA717,12/1/2016 12:33,12/1/2016 13:22,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",NULL,English Through Movies,Business English,Word Play (Academic Vocabulary Development),IELTS Preparation,AIEP_Winter_2017_1st_Half_Elective_Preferences_Advanced
0x018DEDAE28AE9E6343D9069F66E28365DB5D692AB0BDA4AACF6F8B88F9C3CF4B289D84379B89DB697B6512DF4092B16FF035D717F2BD08EA0E4D9C372791BFB376,11/29/2016 18:50,11/29/2016 18:55,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",NULL,Grammar In Use,English Through Movies,Word Play (Academic Vocabulary Development),Community Service,AIEP_Winter_2017_1st_Half_Elective_Preferences_Advanced
0x0109AD5959D699B3C839D7873E0BFAF30DF61E3D2DBEEAA7968BEC8C137DDA8181C0A9FB62D7E823386527D827917C7E55E6249F04B3187EC026FBA9532BD1B217,11/21/2016 12:10,11/29/2016 16:36,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",NULL,College Workshop,Grammar In Use,Word Play (Academic Vocabulary Development),Community Service,AIEP_Winter_2017_1st_Half_Elective_Preferences_Advanced
0x013DD4042802C253619899287AB03F633379EA2261CFD406E7234D63D82B2D3B5E3DBD2528FC1ACFE4D79A6356B30F510BA6900812E8A436ABA4981E2FECF226BE,11/21/2016 10:58,11/21/2016 10:58,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Winter_2017_1st_Half_Elective_Preferences_Advanced
0x01BCDDCC9302B8E6621C7A60872F3CDD24475D28F16FCE10AA99DFA50E3BD45BE8D53109E2B3F62F9F55B7E8C036506B27591C426E28998A9166B8364601E3FCF7,11/21/2016 10:24,11/21/2016 10:24,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Winter_2017_1st_Half_Elective_Preferences_Advanced
0x01A0D8D8C31D9AE1ED4E30F3BF9D7F2DB99ACBF843E2ECF509B72F9C4857CECC847FBB861BE5A283CC4E2DEDA3251A32E79F4DC07A97CB1F56C8699AC0848BFC20,11/21/2016 9:05,12/2/2016 0:04,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",NULL,Public Speaking,English Through Movies,IELTS Preparation,Current Events,AIEP_Winter_2017_1st_Half_Elective_Preferences_Advanced
0x01FDDC87A6A7E2F43D401E718067EDA402A6D76B71210F8FE953A540B2554EFC13269098F319FDDFBA3014FC3FCDEE8E7894BF8577E1267AADB12672D11D5FB1C8,11/21/2016 1:40,11/21/2016 1:43,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",NULL,English Through Movies,Business English,TOEFL Preparation,Word Play (Academic Vocabulary Development),AIEP_Winter_2017_1st_Half_Elective_Preferences_Advanced
0x014D0D557D4CD16AD22C5D24F6A5446833D284153D14934E2894C83CA40E73445F5622ED8375E2DC528A448E0647E9F3BDAD657E3311D34F6F2E9235B3C6C5F652,11/20/2016 18:02,11/30/2016 17:28,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",NULL,Grammar In Use,English Through Movies,IELTS Preparation,Word Play (Academic Vocabulary Development),AIEP_Winter_2017_1st_Half_Elective_Preferences_Advanced
0x01FEC9469457210C69E986DC1CF2068F0C576B628CB52C5181E8E8563E1D939D3BEB9EA87207ADDA6AB9069878B10FA2AE44BB067E68F20DCF58F13CF80D192979,11/20/2016 15:38,11/20/2016 15:46,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",NULL,College Workshop,Business English,Current Events,TOEFL Preparation,AIEP_Winter_2017_1st_Half_Elective_Preferences_Advanced
0x017C9E765FADDAEF8BBE86DFAC418298306E01B006B503E3E5A966FFF8A3A8D84C9409D5B124F356551AA1ACE15E233EFC05009E86192326CFEF924661703E4EA2,11/20/2016 8:59,11/20/2016 8:59,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Winter_2017_1st_Half_Elective_Preferences_Advanced
0x01B228910DCF731574BB061C53CA543C954508DAB4002CA9396E008D8805687EFF3A7ECDEF6AEAE99482797F134C262EDFC8A0A71A95FDA81D655C20F7618E756A,11/19/2016 19:57,11/19/2016 20:09,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",NULL,Grammar In Use,Public Speaking,American Pronunciation,Current Events,AIEP_Winter_2017_1st_Half_Elective_Preferences_Advanced
0x011AC847348DFAB6E5B5C0CEE41DEF23460CCB19FAD29591D133DD3E8A063BA04A288669793477165DD961DA8EFB7443F52061AFC0EC32DFC36A0C20B2E088B944,11/18/2016 22:40,11/23/2016 14:32,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",NULL,Active Listening and Speaking,English Through Movies,Word Play (Academic Vocabulary Development),Community Service,AIEP_Winter_2017_1st_Half_Elective_Preferences_Advanced
0x013DFDC6A60ECBA3269841549D07D991B375B6B30BEDEA10B5E73BE1C4C2D951C0E15677263B8F1569A1FBA9BDFB9287D4467988B7742E0358A86E154F0FC2F1AF,11/18/2016 22:31,11/18/2016 22:31,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Winter_2017_1st_Half_Elective_Preferences_Advanced
0x01FA25306C65FEE3E812A931B7AD8101798F1BF34BA5D5D73F72B6215B2111979B5759226EC110C9BBDFCB62B07D5FF01CE258EAEBDB9520DDF4FDA6528BD2D6AF,11/18/2016 18:06,12/9/2016 9:11,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",NULL,College Workshop,Grammar In Use,Current Events,Word Play (Academic Vocabulary Development),AIEP_Winter_2017_1st_Half_Elective_Preferences_Advanced
0x01019FAACE4590B7A6480D5239954B3EE66C07968458F47F9BF41B0CDBBAF6D3C24D3777ED87291FAA35D8B187D64A3BFEDF5EDF240B924BDA770DEE1384F247D5,11/18/2016 14:40,11/18/2016 15:54,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",NULL,NULL,NULL,NULL,NULL,AIEP_Winter_2017_1st_Half_Elective_Preferences_Advanced
0x0179A7DD15344830262379A07C785A9271932D3CFD613FABE9A163B5FCCF554CB0739D73D355E2F3546526977B209F237C928020CCF53662AFEED8FB4F9C01C784,11/18/2016 14:21,11/18/2016 14:22,"YES, I have submitted my application to UNEX 614 and paid for the next Academic Program.",NULL,English Through Movies,English Through Movies,TOEFL Preparation,TOEFL Preparation,AIEP_Winter_2017_1st_Half_Elective_Preferences_Advanced
